scenario,split,cohort,method,configuration,packet_loss,target_reduction,n_policies,n_loss_masks,n_eval_rows,source,result_source,runs,n_runs,aggregation,n_available_mean,n_available_std,n_tx_attempts_mean,n_tx_attempts_std,n_delivered_mean,n_delivered_std,transmission_rate_mean,transmission_rate_std,transmission_reduction_mean,transmission_reduction_std,mae_mean,mae_std,event_tp_mean,event_tp_std,event_fp_mean,event_fp_std,event_fn_mean,event_fn_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,aoi_raw_mean,aoi_raw_std,n_true_events_mean,n_true_events_std,mae_pass_count,mae_pass_count_n,mae_ok_kn,mae_ok,event_pass_count,event_pass_count_n,event_ok_kn,event_ok,aoi_pass_count,aoi_pass_count_n,aoi_ok_kn,aoi_ok,all_constraints_pass_count,all_constraints_pass_count_n,all_constraints_satisfied_kn,all_constraints_satisfied,constraint_display
packet_loss,val,final,fixed_60,interval_steps=4 (60 min),0.2,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,51149.0,0.0,40871.8,50.95291944530755,0.2473176510407852,0.0,0.7526823489592147,0.0,12.515790964496285,0.07690924421282452,718.4,10.430723848324238,139.4,12.759310326189265,107.6,10.430723848324238,0.8376942494360758,0.010669904732889025,0.8697336561743342,0.012627994973758164,0.8533028778387051,0.0042590669473894964,2.9024965013217225,0.013449260627563173,826.0,0.0,0,5,0/5,False,0,5,0/5,False,5,5,5/5,True,0,5,0/5,False,0/5
packet_loss,val,final,fixed_60,interval_steps=4 (60 min),0.4,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,51149.0,0.0,30630.6,72.05761583621816,0.2473176510407852,0.0,0.7526823489592147,0.0,14.153785241670828,0.14547397152213645,700.4,12.0124934963562,159.2,15.817711591756881,125.6,12.0124934963562,0.8150355855125889,0.013987271655563328,0.8479418886198549,0.014542970334571676,0.8310429760746262,0.008953479752357605,4.61498522780283,0.0276497186811487,826.0,0.0,0,5,0/5,False,0,5,0/5,False,0,5,0/5,False,0,5,0/5,False,0/5
packet_loss,val,final,fixed_75,interval_steps=5 (75 min),0.0,,1,1,1,revision_eval,new_evaluation,deterministic,1,single_run,206815.0,0.0,41325.0,0.0,41325.0,0.0,0.1998162609095085,0.0,0.8001837390904916,0.0,11.755109070034443,0.0,731.0,0.0,136.0,0.0,95.0,0.0,0.8431372549019608,0.0,0.8849878934624698,0.0,0.8635558180744242,0.0,2.3895933758357955,0.0,826.0,0.0,0,1,0/1,False,0,1,0/1,False,1,1,1/1,True,0,1,0/1,False,0/1
packet_loss,val,final,fixed_75,interval_steps=5 (75 min),0.1,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,41325.0,0.0,37199.0,61.00409822298826,0.1998162609095085,0.0,0.8001837390904916,0.0,12.375155399029765,0.040499172524390656,726.8,4.764451699828639,149.6,3.4351128074635335,99.2,4.764451699828638,0.8292979859918516,0.0040878637681793445,0.8799031476997579,0.005768101331511689,0.8538501357771471,0.004792081228946307,2.940230135282227,0.007954436831232307,826.0,0.0,0,5,0/5,False,0,5,0/5,False,5,5,5/5,True,0,5,0/5,False,0/5
packet_loss,val,final,fixed_75,interval_steps=5 (75 min),0.2,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,41325.0,0.0,33066.6,114.21383453855317,0.1998162609095085,0.0,0.8001837390904916,0.0,13.07443151834199,0.07907754283333221,713.2,3.898717737923586,167.2,15.3687995627505,112.8,3.8987177379235853,0.8102883476870794,0.013678873065720272,0.8634382566585957,0.004719997261408677,0.8359591710409285,0.007163572469273254,3.6374241953039963,0.033554503426641485,826.0,0.0,0,5,0/5,False,0,5,0/5,False,0,5,0/5,False,0,5,0/5,False,0/5
packet_loss,val,final,fixed_75,interval_steps=5 (75 min),0.4,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,41325.0,0.0,24839.8,78.59198432410268,0.1998162609095085,0.0,0.8001837390904916,0.0,14.822031067414121,0.0313342524340425,686.4,24.643457549621562,178.0,11.76860229593982,139.6,24.643457549621562,0.7940797701313531,0.011695263657658083,0.8309927360774818,0.029834694370001934,0.811941141656147,0.017713294781374806,5.6935772041673145,0.03166348029144229,826.0,0.0,0,5,0/5,False,0,5,0/5,False,0,5,0/5,False,0,5,0/5,False,0/5
packet_loss,val,final,semantic_expert,frozen_expert_thresholds,0.0,,1,1,1,revision_eval,new_evaluation,deterministic,1,single_run,206815.0,0.0,53994.0,0.0,53994.0,0.0,0.2610739066315306,0.0,0.7389260933684694,0.0,7.218922792024657,0.0,825.0,0.0,10.0,0.0,1.0,0.0,0.9880239520958084,0.0,0.9987893462469734,0.0,0.9933774834437086,0.0,1.748631628051625,0.0,826.0,0.0,1,1,1/1,True,1,1,1/1,True,1,1,1/1,True,1,1,1/1,True,1/1
packet_loss,val,final,semantic_expert,frozen_expert_thresholds,0.1,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,57501.6,72.77568275186431,51742.6,60.850636808500205,0.2780339917317409,0.00035188783575595023,0.7219660082682591,0.00035188783575591977,7.600709972291068,0.013166670477164686,817.6,2.5099800796022267,24.0,3.5355339059327378,8.4,2.5099800796022267,0.9714878886981808,0.00415852006926428,0.9898305084745763,0.003038716803392558,0.9805726494140121,0.003524641761955174,1.8261537863473798,0.0030255013313690965,826.0,0.0,5,5,5/5,True,5,5,5/5,True,5,5,5/5,True,5,5,5/5,True,5/5
packet_loss,val,final,semantic_expert,frozen_expert_thresholds,0.2,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,61686.4,91.07304760465635,49339.2,22.609732417700126,0.29826850083407874,0.0004403599719781039,0.7017314991659213,0.00044035997197809494,8.019859277069951,0.022210460001924642,807.4,3.9115214431215892,38.8,2.489979919597747,18.6,3.9115214431215892,0.9541590445767192,0.0027148945622435614,0.9774818401937045,0.004735498115159235,0.965671047540139,0.0020636161083329775,1.9238353288757584,0.0026078978683798846,826.0,0.0,5,5,5/5,True,0,5,0/5,False,5,5,5/5,True,0,5,0/5,False,0/5
packet_loss,val,final,semantic_expert,frozen_expert_thresholds,0.4,,1,5,5,revision_eval,new_evaluation,deterministic,5,mean_sd_across_shared_loss_masks,206815.0,0.0,72931.2,175.85846581839613,43862.4,74.04930789683317,0.3526397988540483,0.0008503177517026975,0.6473602011459517,0.0008503177517027241,9.052548762839686,0.013800387007452205,783.4,6.2289646009589745,68.8,4.969909455915671,42.6,6.2289646009589745,0.9192793215166501,0.0055802324047669275,0.9484261501210651,0.007541119371621033,0.9336145282052911,0.005565233442816171,2.2207238376613274,0.00426145408025628,826.0,0.0,0,5,0/5,False,0,5,0/5,False,5,5,5/5,True,0,5,0/5,False,0/5
