deveui,train_coverage,val_coverage,test_coverage,train_n_obs,train_std,train_mean,has_floor,in_final,exclusion_reason
A81758FFFE030D49,0.7952943615257048,0.8274253731343284,0.6733519900497512,15345,48.193987279303265,281.18331704138154,True,True,included
A81758FFFE030D4A,0.8161795190713101,0.8568097014925373,0.8919465174129353,15749,36.20005108459181,412.083814845387,True,True,included
A81758FFFE030D4B,0.8107898009950248,0.8406405472636815,0.8869713930348259,15645,33.56861332088796,394.8564397571109,True,True,included
A81758FFFE030D4C,0.6292495854063018,0.560478855721393,0.6616915422885572,12141,66.45058561966324,415.8354336545589,True,True,included
A81758FFFE030D4D,0.7553897180762852,0.8435945273631841,0.8667599502487562,14575,94.81398295352025,417.0454202401372,True,True,included
A81758FFFE030D4E,0.7901637645107794,0.7960199004975125,0.8658271144278606,15247,47.31480925620843,407.82737587722175,True,True,included
A81758FFFE030D4F,0.7660655058043118,0.8687810945273632,0.8815298507462687,13579,50.545017220448294,242.54937771559025,True,True,included
A81758FFFE030D50,0.7648217247097844,0.806747512437811,0.869247512437811,14757,31.419878281131222,299.66646337331434,True,True,included
A81758FFFE030D51,0.8108934494195689,0.8101679104477612,0.8681592039800995,15646,41.60936616685898,294.4907963696792,True,True,included
A81758FFFE030D52,0.7209784411276948,0.7857587064676617,0.8170087064676617,13886,39.397216663999494,267.54659369148783,True,True,included
A81758FFFE030F43,0.7947242951907131,0.8160758706467661,0.869092039800995,15335,38.91066670146707,412.9242908379524,True,True,included
A81758FFFE030F44,0.7995957711442786,0.7994402985074627,0.8905472636815921,15429,43.26333791780494,424.7358869661028,True,True,included
A81758FFFE030F45,0.7972636815920398,0.8013059701492538,0.8725124378109452,15383,24.73213536871129,435.583306247156,True,True,included
A81758FFFE030F46,0.7877798507462687,0.8154539800995025,0.8704912935323383,15201,42.71727909777477,407.2295243733965,True,True,included
A81758FFFE030F47,0.7515029021558872,0.8247823383084577,0.8518345771144279,14500,91.57315716118306,517.3912413793104,True,True,included
A81758FFFE030F48,0.7835302653399668,0.8297574626865671,0.7513992537313433,15118,41.43023935062724,455.78985315517923,True,True,included
A81758FFFE030F49,0.7566334991708126,0.8617848258706468,0.6853233830845771,14599,92.19763682710054,530.7551887115555,True,True,included
A81758FFFE030F4B,0.8230203150912107,0.8666044776119403,0.8919465174129353,15881,33.447940840364,388.61771928719855,True,True,included
A81758FFFE030F4C,0.80462271973466,0.8348880597014925,0.8832400497512438,15525,43.08969761164544,517.2915942028985,True,True,included
